sentence,label
There should be a drop bin or similar for placing samples rather than having to bring them to the reception desk.,NEGATIVE
A bit more of a schedule of the day - it was hard to know when to eat and I didnt want to make people wait for me to eat,NEGATIVE
personnel is very efficient and very thorough i appreciated the courtesy politeness and professionalism of the personnel.,POSITIVE
It was perfect,POSITIVE
No very friendly and very punctual!!!,MIXED
Every person I interacted with (doctors nurses technicians) were all fantastic!  Unfortunately where I was dissatisfied was on the level of service and attention to detail.First and my greatest concern,MIXED
No. Dr Cohen was extremely helpful and informative.,POSITIVE
Yes the Dedicated Care reception desk kept me on hold for # minutes after I’d asked to speak with the person who makes appointments with Dr [Doctor] Lolita Uy and subsequently suggested I call back as apparently,NEGATIVE
The delay waiting for ultrasound appointments was way too long.,NEGATIVE
Less time waiting between tests especially for the ultrasound which required fasting.,NEGATIVE
Keep smiling.,POSITIVE
It was not explained to me that it would be a video call. I was expecting a phone call like the only time I had contact with a yearly Medical care. I missed the emails telling me it was a video call because,NEGATIVE
No very satisfied,NEGATIVE
Dr and dietician are excellent in the weight management program,POSITIVE
Dr Austin is great ! I really appreciated that he suggested an X-ray to see how my pneumonia was doing with the antibiotics . Gave me peace of mind he suggested that . :),POSITIVE
There was an issue with my prescription at the pharmacy that needs to be resolved,NEGATIVE
Everything about the experience was fantastic. The front desk staff the beautiful space punctual appointment Jersey and Dr Goldhar were allWonderful. Highly recommend will definitely be back :),POSITIVE
So far I am impressed with the service appointments comfort and the professionalism of all the staff.,POSITIVE
A little less wait between sessions,NEGATIVE
Not that I can think of,NEUTRAL
All was excellent...Although the Fitness portion could be improved.,MIXED
No. Well taken care of.Thank you.,POSITIVE
Not at this time,NEUTRAL
[Doctor]ybe some more choices on food,NEUTRAL
No.  The doctor was excellent.,POSITIVE
I think the service is fantastic.,POSITIVE
Not really they were fast and organized,MIXED
1. Lounge was a bit small and also quite warm.2. Would be good to know what station would be next and also how long the in-between breaks are.,NEGATIVE
Having printouts when I left for the day,NEUTRAL
The appointment confirmation should include the name of the doctor……,NEGATIVE
Could you make the operating coffee machine in the waiting lounge on the 14th floor a little easier to operate? maybe having the instructions in a bigger font in a visible area could help instead of a,NEGATIVE
Everything was just fine.,NEUTRAL
Dr [Doctor] dealt with all my concerns,POSITIVE
No - totally happy,POSITIVE
nothing.,NEUTRAL
Great experience from check in to leaving the clinic -,POSITIVE
A little more time.,NEUTRAL
Everything went as expected.Thank you.,POSITIVE
No improvements necessary - everything was great!,POSITIVE
No everything was top notch including all the staff and amenities,POSITIVE
Thank you so much really appreciated Dr [Doctor] answering all my question and concerns .  :),POSITIVE
1. Physician was able to listen to my concerns but didn’t provide a single recommendation or advised on the next steps. I was really looking forward to my annual visit. Now I need to address everything,NEGATIVE
maybe if we had known the coffee and snacks were available earlier but it was really good,MIXED
No the staff were very friendly. I was made to feel relaxed and was given their full attention,POSITIVE
No. Better than I had hoped for.,POSITIVE
First time visiting nothing to suggest,NEUTRAL
No service was prompt personable and professional.,NEGATIVE
Being able to watch the Olympics in the waiting room and lounge. I was informed that there was no cable.,MIXED
No!,NEGATIVE
Had some trouble getting my email through.  Not sure what caused that.  ultimately got through to dedicated care got an appointment with Dr. [Doctor] spoke to him and my problem was resolved.,MIXED
Probably the best experience at individual stations since I started in 2020,POSITIVE
Experience was good.  Dr. [Doctor] listens and is respectful and conscientious.,POSITIVE
Hasinah Shaqiq my Chiropodist is an excellent provider and very nice person to interact with.  She needs more hours in Oakville but I understand there is a shortage of space.,MIXED
-No- Great interaction with my MD  Dr [Doctor]-Please pass on my thanksaubey banack,POSITIVE
Absolutely perfect,POSITIVE
No everything was good the whole team from receptionist to the nurses to the doc took great care of me thank you,POSITIVE
Everything was perfect no need for improvement,POSITIVE
After my AHA when it was found that my blood pressure was higher than last year when it was normal i was scheduled for a repeat blood pressure test with a nurse. She put the cuff on and then left. the,NEGATIVE
Appreciated the biopsy was done during the appt and I did not need to schedule another appt,POSITIVE
I had sent the results from an ENT exam I had in the US. I sent it to Dedicated Care on July 31. But they had not forwarded it to Dr. [Doctor] so we were not able to discuss it.,NEGATIVE
Only very minor thing would be access to normal coffee from say Keurig machine.,NEUTRAL
One administrative item you should address is the lack of detail in your Assessment invoices. My accountant who handles the income taxes of several [Clinic] clients advised that the CRA no longer accepts,NEGATIVE
No everything went perfectly from check-in to check-out,POSITIVE
Excellent meeting our doctor for our concerns.  He made us happy/satisfied for our appointment.,POSITIVE
What a pleasure it was to get to meet my New Doctor.,POSITIVE
No everything was perfect.,NEUTRAL
No first time coming. Great staff and atmosphere,POSITIVE
cannot choose male or female doctor when booking an online appointment,NEGATIVE
Nope.  Just perfect.,POSITIVE
No my experience was excellent on this visit,POSITIVE
No everything was great,POSITIVE
No. I was very pleased with my experience.,POSITIVE
While my experience with my Physiotherapist was excellent I found the receptionist less than welcoming. I dealt with her twice: once when checking in and once when changing an appointment. There appeared,MIXED
Not at this time,NEUTRAL
The service was excellent and I only have praise for the team that saw me. A few observations however- I never received my initial appointment email. Apparently my surname in the e-mail address was spelt,MIXED
it was great!,POSITIVE
Not aware of anything presently.,NEUTRAL
Nothing could have made my experience better,POSITIVE
no I had a lovely Doctor Who is a good listener and helpful and thank you,POSITIVE
Would have liked to talk to my assigned physician..but appreciated the doctor  I ended up seeing..,MIXED
